,volatile_acidity,free_sulfur_dioxide,total_sulfur_dioxide,pH,alcohol
1081,0.3,37.5,289.0,3.01,12.3
1082,0.38,31.0,70.0,3.42,9.5
1083,0.42,32.0,59.0,3.33,12.0
1084,0.38,31.0,70.0,3.42,9.5
1085,0.48,40.0,64.0,3.12,9.6
1086,0.34,3.0,9.0,3.38,11.6
1087,0.19,18.0,30.0,3.29,11.2
1088,0.41,22.0,41.0,3.02,9.9
1089,0.41,22.0,41.0,3.02,9.9
1090,0.26,42.0,74.0,2.98,11.8
1091,0.34,8.0,19.0,3.35,11.4
1092,0.54,10.0,16.0,3.43,11.5
1093,0.31,11.0,31.0,3.33,12.0
1094,0.725,9.0,17.0,3.35,10.8
1095,0.4,6.0,20.0,3.15,10.5
1096,0.725,9.0,17.0,3.35,10.8
1097,0.52,5.0,18.0,3.2,9.4
1098,0.31,5.0,16.0,3.15,12.5
1099,0.52,5.0,18.0,3.2,9.4
1100,0.34,23.0,36.0,3.11,12.4
1101,0.49,14.0,25.0,3.35,12.0
1102,0.48,18.0,30.0,3.45,11.2
1103,0.49,14.0,25.0,3.35,12.0
1104,0.48,16.0,25.0,3.28,12.4
1105,0.57,13.0,49.0,3.41,12.8
1106,0.23,9.0,17.0,3.21,12.3
1107,0.3,10.0,24.0,3.27,11.7
1108,0.78,4.0,13.0,3.36,9.5
1109,0.47,27.0,66.0,3.17,10.8
1110,0.53,6.0,14.0,3.25,10.0
1111,0.42,23.0,55.0,3.78,12.3
1112,0.33,6.0,35.0,3.29,11.0
1113,0.24,3.0,10.0,3.12,9.5
1114,0.4,29.0,80.0,3.49,13.6
1115,0.69,15.0,21.0,3.38,11.3
1116,0.69,15.0,21.0,3.38,11.3
1117,0.69,15.0,21.0,3.38,11.3
1118,0.39,14.0,24.0,3.3,13.3
1119,0.66,7.0,15.0,3.52,12.9
1120,0.54,8.0,17.0,3.2,13.1
1121,0.5,21.0,28.0,3.44,12.3
1122,0.47,27.0,33.0,3.45,12.3
1123,0.4,17.0,29.0,3.12,11.2
1124,0.58,3.0,13.0,3.62,11.5
1125,0.24,13.0,27.0,3.14,11.3
1126,0.29,3.0,11.0,3.39,13.5
1127,0.76,26.0,52.0,3.51,11.5
1128,0.43,28.0,89.0,3.22,10.0
1129,0.43,24.0,70.0,3.21,10.5
1130,0.6,5.0,10.0,3.18,10.4
1131,0.19,57.0,135.0,3.32,9.5
1132,0.36,18.0,38.0,3.38,13.6
1133,0.48,10.0,18.0,3.37,11.2
1134,0.28,6.0,15.0,3.3,11.8
1135,0.25,22.0,50.0,3.38,11.9
1136,0.52,6.0,13.0,3.22,11.4
1137,0.52,6.0,13.0,3.22,11.4
1138,0.41,29.0,94.0,3.14,9.1
1139,0.51,16.0,86.0,3.34,9.5
1140,0.4,33.0,79.0,3.41,9.5
1141,0.38,24.0,71.0,3.27,11.0
1142,0.45,6.0,12.0,3.3,11.4
1143,0.22,16.0,20.0,3.61,10.0
1144,0.32,35.0,70.0,3.43,10.1
1145,0.2,31.0,51.0,3.53,10.4
1146,0.5,6.0,21.0,3.28,9.8
1147,0.41,6.0,14.0,3.21,11.8
1148,0.39,9.0,21.0,3.39,11.6
1149,0.35,6.0,11.0,3.23,12.0
1150,0.33,4.0,12.0,3.3,12.8
1151,0.58,16.0,70.0,3.46,12.5
1152,0.6,9.0,38.0,3.15,9.8
1153,0.42,17.0,38.0,3.23,11.1
1154,0.58,50.0,63.0,3.59,11.4
1155,0.6,9.0,38.0,3.15,9.8
1156,0.18,45.0,88.0,3.33,11.8
1157,0.51,16.0,101.0,3.46,12.9
1158,0.41,22.0,54.0,3.42,10.6
1159,0.41,11.0,37.0,3.16,10.8
1160,0.36,6.0,20.0,3.14,11.1
1161,0.45,12.0,21.0,3.21,10.2
1162,0.32,12.0,19.0,3.14,11.8
1163,0.785,10.0,21.0,3.29,10.0
1164,0.785,10.0,21.0,3.29,10.0
1165,0.44,15.0,38.0,3.01,9.4
1166,0.54,7.0,60.0,2.94,10.2
1167,0.33,29.0,48.0,3.32,12.4
1168,0.34,8.0,44.0,3.21,12.0
1169,0.5,5.0,14.0,3.32,11.5
1170,0.36,5.0,12.0,3.2,10.5
1171,0.59,26.0,44.0,3.42,10.8
1172,0.42,5.0,16.0,3.27,12.3
1173,0.36,26.0,65.0,3.46,9.5
1174,0.36,26.0,65.0,3.46,9.5
1175,0.61,48.0,59.0,3.61,11.5
1176,0.88,23.0,47.0,3.58,11.2
1177,0.66,6.0,11.0,3.35,12.7
1178,0.915,17.0,78.0,3.68,11.4
1179,0.35,11.0,47.0,3.27,11.0
1180,0.35,11.0,47.0,3.27,11.0
1181,0.39,5.0,11.0,3.19,11.4
1182,0.4,41.0,54.0,3.38,10.5
1183,0.66,16.0,61.0,3.29,9.3
1184,0.64,11.0,119.0,3.36,10.9
1185,0.43,6.0,39.0,3.33,11.9
1186,0.8,6.0,12.0,3.52,12.2
1187,0.43,6.0,39.0,3.33,11.9
1188,0.64,11.0,119.0,3.36,10.9
1189,0.955,5.0,19.0,3.3,9.6
1190,0.4,6.0,20.0,3.28,12.5
1191,0.885,6.0,12.0,3.56,10.8
1192,0.25,11.0,41.0,3.52,12.4
1193,0.885,6.0,12.0,3.56,10.8
1194,0.745,15.0,64.0,3.22,9.5
1195,0.43,21.0,56.0,3.52,9.5
1196,0.58,23.0,94.0,3.21,9.5
1197,0.57,4.0,9.0,3.16,9.8
1198,0.26,19.0,77.0,3.15,10.9
1199,0.58,23.0,94.0,3.21,9.5
1200,0.57,4.0,9.0,3.16,9.8
1201,0.34,5.0,10.0,3.27,11.2
1202,0.42,6.0,12.0,3.35,11.7
1203,0.74,33.0,76.0,3.14,9.4
1204,0.36,24.0,44.0,3.4,11.0
1205,0.36,24.0,44.0,3.4,11.0
1206,0.36,24.0,44.0,3.4,11.0
1207,0.72,24.0,52.0,3.35,10.0
1208,0.36,24.0,44.0,3.4,11.0
1209,0.39,14.0,24.0,3.45,11.2
1210,0.65,8.0,15.0,3.35,10.4
1211,0.44,22.0,53.0,3.32,9.3
1212,0.65,8.0,15.0,3.35,10.4
1213,0.38,5.0,13.0,3.15,10.5
1214,0.33,6.0,9.0,3.1,10.4
1215,0.27,20.0,29.0,3.26,11.3
1216,0.57,10.0,79.0,3.29,9.5
1217,0.34,43.0,74.0,3.23,12.0
1218,0.4,8.0,24.0,3.24,10.6
1219,0.39,25.0,50.0,3.2,10.9
1220,0.32,17.0,44.0,3.28,11.5
1221,0.32,17.0,44.0,3.28,11.5
1222,0.53,33.0,89.0,3.26,9.6
1223,0.36,9.0,23.0,3.23,12.0
1224,0.39,8.0,20.0,3.07,10.3
1225,0.46,18.0,77.0,3.15,9.4
1226,0.58,27.0,46.0,3.02,9.2
1227,0.58,8.0,21.0,3.27,9.6
1228,0.42,18.0,88.0,3.68,13.6
1229,0.43,19.0,66.0,3.4,9.5
1230,0.18,15.0,58.0,3.37,11.8
1231,0.815,48.0,90.0,3.38,10.8
1232,0.43,19.0,66.0,3.4,9.5
1233,0.23,14.0,36.0,3.23,9.3
1234,0.75,11.0,18.0,3.39,12.8
1235,0.33,6.0,113.0,3.3,11.5
1236,0.55,7.0,17.0,3.26,9.4
1237,0.75,11.0,18.0,3.39,12.8
1238,0.73,12.0,24.0,3.38,9.6
1239,0.67,11.0,20.0,3.45,11.8
1240,0.61,36.0,60.0,3.1,9.3
1241,0.37,28.0,65.0,3.16,9.8
1242,0.4,15.0,40.0,3.22,12.2
1243,0.56,10.0,86.0,3.37,9.5
1244,0.29,72.0,160.0,3.33,10.3
1245,0.55,15.0,34.0,3.49,10.5
1246,0.74,15.0,48.0,3.12,10.0
1247,0.55,15.0,34.0,3.49,10.5
1248,0.41,22.0,36.0,3.41,11.1
1249,0.6,24.0,37.0,3.4,10.9
1250,0.6,24.0,37.0,3.4,10.9
1251,0.58,27.0,60.0,3.28,9.8
1252,0.72,6.0,14.0,3.45,9.8
1253,0.66,6.0,13.0,3.43,9.5
1254,0.7,20.0,35.0,3.4,10.9
1255,0.64,26.0,46.0,3.47,11.0
1256,0.59,43.0,60.0,3.1,9.2
1257,0.58,12.0,69.0,3.32,11.0
1258,0.64,15.0,33.0,3.44,11.3
1259,0.64,15.0,33.0,3.44,11.3
1260,0.635,19.0,56.0,3.02,9.3
1261,1.02,17.0,24.0,3.59,11.2
1262,0.45,34.0,66.0,3.15,9.8
1263,0.78,13.0,26.0,3.37,9.6
1264,0.37,26.0,51.0,3.38,11.8
1265,0.57,16.0,36.0,3.38,10.3
1266,0.57,16.0,36.0,3.38,10.3
1267,0.43,13.0,19.0,3.1,11.4
1268,0.41,21.0,51.0,3.47,9.5
1269,0.49,28.0,87.0,3.5,14.0
1270,0.38,26.0,60.0,3.7,14.0
1271,0.44,24.0,64.0,3.38,11.7
1272,0.46,25.0,44.0,3.5,11.2
1273,0.58,34.0,44.0,3.1,9.3
1274,0.58,17.0,36.0,3.24,11.2
1275,0.715,13.0,81.0,3.24,9.5
1276,0.4,3.0,10.0,3.28,12.0
1277,0.69,3.0,10.0,3.35,9.7
1278,0.715,13.0,81.0,3.24,9.5
1279,0.3,3.0,9.0,3.14,11.5
1280,0.46,28.0,54.0,3.37,10.4
1281,0.46,28.0,54.0,3.37,10.4
1282,0.765,9.0,22.0,3.33,10.9
1283,0.63,17.0,69.0,3.26,10.2
1284,0.42,18.0,36.0,3.39,10.9
1285,0.37,20.0,47.0,3.15,10.5
1286,0.16,17.0,31.0,3.35,12.4
1287,0.6,3.0,7.0,3.22,13.0
1288,0.6,20.0,110.0,3.3,10.2
1289,0.6,20.0,110.0,3.3,10.2
1290,0.74,6.0,12.0,3.36,11.0
1291,0.635,25.0,60.0,3.29,10.9
1292,0.395,14.0,28.0,3.62,12.4
1293,0.755,6.0,12.0,3.34,9.7
1294,0.635,25.0,60.0,3.29,10.9
1295,0.63,51.0,77.5,3.2,9.5
1296,0.63,51.0,77.5,3.2,9.5
1297,0.53,15.0,29.0,3.35,12.1
1298,0.6,11.0,18.0,3.45,12.2
1299,1.58,5.0,9.0,3.5,10.9
1300,0.645,15.0,28.0,3.78,12.5
1301,0.86,20.0,57.0,3.6,11.7
1302,0.37,4.0,15.0,3.3,11.2
1303,0.28,28.0,68.0,3.36,11.2
1304,0.79,21.0,68.0,3.12,9.2
1305,0.61,24.0,88.0,3.3,9.8
1306,0.69,22.0,91.0,3.29,10.1
1307,0.68,15.0,29.0,3.41,11.1
1308,0.69,22.0,91.0,3.29,10.1
1309,0.62,27.0,63.0,3.28,9.2
1310,0.61,24.0,88.0,3.3,9.8
1311,0.51,12.0,27.0,3.33,12.8
1312,1.18,14.0,41.0,3.34,10.5
1313,0.36,20.0,65.0,3.4,10.1
1314,0.36,24.0,69.0,3.4,10.1
1315,0.63,17.0,91.0,3.26,9.8
1316,0.74,16.0,46.0,4.01,12.5
1317,0.44,10.0,41.0,3.18,11.9
1318,0.63,17.0,91.0,3.26,9.8
1319,0.76,18.0,64.0,2.9,9.1
1320,0.66,12.0,88.0,3.26,10.1
1321,0.74,16.0,46.0,4.01,12.5
1322,0.34,9.0,18.0,3.18,11.4
1323,0.36,21.0,55.0,3.18,11.0
1324,0.46,18.0,34.0,3.39,10.6
1325,0.46,18.0,34.0,3.39,10.6
1326,0.46,18.0,34.0,3.39,10.6
1327,0.46,18.0,34.0,3.39,10.6
1328,0.52,13.0,38.0,3.34,9.3
1329,0.6,17.0,91.0,3.29,9.8
1330,0.6,17.0,91.0,3.29,9.8
1331,0.87,31.0,67.0,3.26,9.2
1332,0.39,6.0,25.0,3.09,9.7
1333,0.775,12.0,48.0,3.18,9.6
1334,0.835,4.0,11.0,3.39,10.0
1335,0.58,19.0,40.0,3.38,12.6
1336,0.5,15.0,26.0,3.36,9.5
1337,0.5,15.0,26.0,3.36,9.5
1338,0.5,15.0,26.0,3.36,9.5
1339,0.51,13.0,31.0,3.36,10.5
1340,0.51,13.0,31.0,3.36,10.5
1341,0.51,13.0,31.0,3.36,10.5
1342,0.54,17.0,31.0,3.37,10.4
1343,0.51,13.0,31.0,3.36,10.5
1344,0.42,8.0,20.0,3.09,11.0
1345,0.44,10.0,28.0,3.25,10.2
1346,0.59,5.0,13.0,3.52,11.4
1347,0.655,7.0,12.0,3.34,9.5
1348,0.655,7.0,12.0,3.34,9.5
1349,0.57,21.0,41.0,3.41,10.8
1350,0.6,32.0,73.0,3.34,10.0
1351,0.62,8.0,46.0,3.32,11.8
1352,0.645,14.0,57.0,3.37,10.3
1353,0.645,14.0,57.0,3.37,10.3
1354,0.58,7.0,28.0,3.35,10.0
1355,0.32,5.0,32.0,3.36,10.1
1356,0.34,4.0,28.0,3.36,10.1
1357,0.43,27.0,67.0,3.6,11.1
1358,0.64,52.0,98.0,3.28,9.5
1359,0.475,6.0,28.0,3.07,10.0333333333333
1360,0.54,11.0,38.0,3.24,10.9
1361,0.85,13.0,54.0,3.36,10.1
1362,0.475,6.0,28.0,3.07,10.0333333333333
1363,0.83,11.0,63.0,3.29,9.8
1364,0.605,10.0,31.0,3.46,11.8
1365,0.5,10.0,42.0,3.18,9.5
1366,0.74,10.0,45.0,3.24,9.8
1367,0.54,9.0,105.0,3.25,10.5
1368,0.77,16.0,74.0,3.27,9.8
1369,0.61,4.0,8.0,3.33,10.4
1370,0.78,12.0,66.0,3.0,9.2
1371,0.58,5.0,14.0,3.21,11.6
1372,0.78,12.0,66.0,3.0,9.2
1373,0.75,34.0,89.0,3.24,9.3
1374,0.815,16.0,29.0,3.32,9.8
1375,0.56,13.0,100.0,3.26,9.9
1376,0.885,7.0,31.0,3.11,10.0
1377,0.49,23.0,74.0,3.71,12.2
1378,0.45,10.0,28.0,3.29,9.9
1379,0.57,11.0,35.0,3.36,10.8
1380,0.57,11.0,35.0,3.36,10.8
1381,0.83,4.0,25.0,3.38,9.6
1382,0.6,25.0,105.0,3.3,9.9
1383,0.6,25.0,105.0,3.3,9.9
1384,0.755,20.0,84.0,3.19,9.5
1385,0.81,34.0,85.0,3.19,9.2
1386,0.64,8.0,23.0,3.3,9.6
1387,0.64,8.0,23.0,3.3,9.6
1388,0.64,7.0,49.0,3.35,10.3
1389,0.48,36.0,111.0,3.1,9.7
1390,0.49,15.0,33.0,3.58,12.5
1391,0.64,5.0,33.0,3.37,11.0
1392,0.62,5.0,12.0,3.17,9.8
1393,0.52,19.0,59.0,3.3,10.2
1394,0.57,27.0,73.0,3.32,9.2
1395,0.685,3.0,12.0,3.31,9.55
1396,0.675,4.0,11.0,3.31,9.55
1397,0.59,17.0,104.0,3.28,9.9
1398,0.6,13.0,28.0,3.52,10.2
1399,0.67,10.0,24.0,3.42,11.1
1400,0.69,33.0,141.0,3.25,9.9
1401,0.69,33.0,141.0,3.25,9.9
1402,0.3,6.0,24.0,3.44,11.9
1403,0.33,3.0,13.0,3.23,10.0
1404,0.5,12.0,46.0,3.43,10.7
1405,0.28,18.0,34.0,3.28,11.3
1406,0.24,8.0,22.0,3.22,10.9
1407,0.51,40.0,54.0,3.54,10.7
1408,0.29,35.0,53.0,3.27,12.4
1409,0.51,40.0,54.0,3.54,10.7
1410,0.96,5.0,16.0,3.5,11.9
1411,0.47,8.0,19.0,3.56,10.6
1412,0.24,8.0,22.0,3.22,10.9
1413,0.57,12.0,89.0,3.04,10.1
1414,0.32,3.0,15.0,3.2,9.6
1415,0.58,8.0,18.0,3.56,9.4
1416,0.32,3.0,15.0,3.2,9.6
1417,0.34,21.0,37.0,3.35,12.1
1418,0.53,3.0,19.0,3.16,9.8
1419,0.64,32.0,133.0,3.27,9.9
1420,0.53,3.0,19.0,3.16,9.8
1421,0.4,24.0,58.0,3.34,9.4
1422,0.54,39.0,55.0,3.39,11.4
1423,0.53,14.0,31.0,3.5,11.0
1424,0.26,8.0,23.0,3.26,9.6
1425,0.26,8.0,23.0,3.26,9.6
1426,0.23,23.0,60.0,3.41,12.1
1427,0.41,6.0,23.0,3.3,11.2
1428,0.64,27.0,55.0,3.31,11.0
1429,0.18,38.0,67.0,3.33,11.3
1430,0.41,18.0,47.0,3.37,10.4
1431,0.43,13.0,74.0,3.26,9.9
1432,0.44,3.0,11.0,3.48,11.7
1433,0.4,11.0,25.0,3.42,10.1
1434,0.54,55.0,95.0,3.18,9.0
1435,0.54,55.0,95.0,3.18,9.0
1436,0.38,27.0,90.0,3.15,8.5
1437,0.915,15.0,39.0,3.53,11.1
1438,0.59,3.0,8.0,3.41,10.3
1439,0.67,31.0,92.0,3.32,11.0666666666667
1440,0.37,15.0,28.0,3.23,11.3
1441,0.785,19.0,98.0,3.16,9.56666666666667
1442,0.63,18.0,30.0,3.4,9.8
1443,0.58,8.0,22.0,3.38,11.7
1444,0.67,31.0,92.0,3.32,11.1
1445,0.785,19.0,98.0,3.16,9.6
1446,0.63,18.0,30.0,3.4,9.8
1447,0.67,22.0,39.0,3.4,9.7
1448,0.58,40.0,54.0,3.4,9.7
1449,0.38,15.0,29.0,3.23,11.3
1450,0.37,15.0,28.0,3.23,11.3
1451,0.32,8.0,17.0,3.33,11.0
1452,0.58,37.0,53.0,3.35,11.6
1453,0.49,27.0,85.0,3.41,9.0
1454,0.45,7.0,23.0,3.21,10.9
1455,0.9,9.0,17.0,3.5,10.9
1456,0.54,38.0,89.0,3.3,10.55
1457,0.49,27.0,85.0,3.41,9.0
1458,0.29,8.0,20.0,3.39,10.5
1459,0.2,7.0,15.0,3.32,11.9
1460,0.42,34.0,64.0,3.41,10.4
1461,0.785,6.0,13.0,3.59,10.0
1462,0.64,14.0,31.0,3.36,10.4
1463,0.63,14.0,39.0,3.34,10.8
1464,0.59,34.0,53.0,3.41,9.7
1465,0.59,34.0,53.0,3.41,9.7
1466,0.48,31.0,54.0,3.3,10.0
1467,1.04,19.0,32.0,3.52,11.0
1468,0.48,31.0,54.0,3.3,10.0
1469,0.98,20.0,49.0,3.31,9.7
1470,0.69,8.0,24.0,2.88,9.7
1471,0.7,8.0,16.0,3.43,12.6
1472,0.35,23.0,44.0,3.38,11.1
1473,0.6,14.0,45.0,3.38,11.0
1474,0.5,48.0,82.0,3.16,8.8
1475,0.47,16.0,89.0,3.54,13.5666666666667
1476,0.5,48.0,82.0,3.16,8.8
1477,0.47,16.0,89.0,3.54,13.6
1478,0.875,3.0,14.0,3.4,10.2
1479,0.28,10.0,22.0,3.39,10.6
1480,0.62,6.0,13.0,3.66,10.1
1481,0.28,10.0,22.0,3.39,10.6
1482,0.58,3.0,9.0,3.33,10.3
1483,0.33,6.0,12.0,3.35,10.7
1484,0.91,4.0,11.0,3.53,10.9
1485,0.655,8.0,25.0,3.37,9.7
1486,0.68,9.0,23.0,3.38,10.3
1487,0.64,9.0,17.0,3.52,10.6
1488,0.54,5.0,13.0,3.72,11.4
1489,0.57,4.0,11.0,3.44,10.8
1490,0.22,8.0,18.0,3.39,12.4
1491,0.54,5.0,13.0,3.72,11.4
1492,0.65,6.0,18.0,3.57,11.95
1493,0.54,23.0,147.0,3.26,9.7
1494,0.31,15.0,28.0,3.42,10.0
1495,0.43,15.0,28.0,3.35,10.6
1496,0.54,23.0,147.0,3.26,9.7
1497,0.74,7.0,16.0,3.45,11.5
1498,0.895,7.0,13.0,3.53,10.8
1499,0.74,7.0,16.0,3.45,11.5
1500,0.725,8.0,15.0,3.26,9.6
1501,0.82,21.0,64.0,3.16,9.4
1502,0.585,15.0,60.0,3.31,9.8
1503,0.44,6.0,14.0,3.51,11.0
1504,0.38,5.0,12.0,3.36,11.4
1505,0.76,6.0,12.0,3.55,9.95
1506,0.81,6.0,14.0,3.51,10.8
1507,0.38,5.0,12.0,3.36,11.4
1508,0.27,17.0,25.0,3.38,10.6
1509,0.18,7.0,20.0,3.28,11.1
1510,0.36,26.0,48.0,3.47,9.7
1511,0.69,19.0,27.0,3.44,9.8
1512,0.79,11.0,17.0,3.53,10.4
1513,0.56,17.0,65.0,3.33,10.5
1514,0.84,16.0,65.0,3.53,9.23333333333333
1515,0.84,16.0,65.0,3.53,9.25
1516,0.32,23.0,58.0,3.42,10.6
1517,0.53,29.0,44.0,3.38,10.3
1518,0.47,7.0,20.0,3.32,10.5
1519,0.7,14.0,27.0,3.44,10.2
1520,0.53,29.0,44.0,3.38,10.3
1521,0.48,9.0,23.0,3.39,9.05
1522,0.32,23.0,58.0,3.42,10.6
1523,0.48,29.0,61.0,3.34,10.4
1524,0.42,22.0,47.0,3.39,10.0
1525,0.48,18.0,34.0,3.33,9.7
1526,0.47,18.0,38.0,3.3,9.6
1527,0.53,15.0,24.0,3.29,10.8
1528,0.29,21.0,59.0,3.31,10.1
1529,0.69,42.0,52.0,3.42,10.2
1530,0.44,9.0,18.0,3.42,11.3
1531,0.705,13.0,28.0,3.6,10.2
1532,0.53,18.0,22.0,3.21,9.9
1533,0.39,32.0,84.0,3.39,9.0
1534,0.56,13.0,29.0,3.42,11.7
1535,0.55,15.0,35.0,3.36,9.7
1536,0.53,24.0,45.0,3.6,10.3
1537,0.58,20.0,31.0,3.5,10.2
1538,0.64,15.0,26.0,3.57,12.0
1539,0.39,34.0,60.0,3.46,9.9
1540,0.52,11.0,32.0,3.56,11.6
1541,0.25,19.0,49.0,3.4,10.9
1542,0.855,29.0,38.0,3.3,10.75
1543,0.44,14.0,19.0,3.25,10.4
1544,0.37,12.0,19.0,3.17,11.2
1545,0.63,16.0,28.0,3.36,10.1
1546,0.57,17.0,26.0,3.36,10.2
1547,0.6,12.0,26.0,3.55,12.1
1548,0.4,19.0,50.0,3.1,10.4
1549,0.36,17.0,24.0,3.24,11.4
1550,0.68,17.0,26.0,3.45,9.5
1551,0.67,18.0,27.0,3.44,9.4
1552,0.68,32.0,54.0,3.51,11.3
1553,0.735,18.0,28.0,3.41,9.4
1554,0.855,15.0,23.0,3.54,11.0
1555,0.56,15.0,24.0,3.44,10.55
1556,0.88,12.0,20.0,3.53,9.9
1557,0.855,15.0,23.0,3.54,11.0
1558,0.63,66.0,115.0,3.22,9.5
1559,0.6,31.0,131.0,3.21,9.9
1560,0.6,31.0,131.0,3.21,9.9
1561,0.6,31.0,131.0,3.21,9.9
1562,0.695,12.0,20.0,3.29,10.1
1563,0.695,12.0,20.0,3.29,10.1
1564,0.695,12.0,20.0,3.29,10.1
1565,0.67,26.0,42.0,3.39,10.9
1566,0.16,24.0,52.0,3.34,11.2
1567,0.695,12.0,20.0,3.29,10.1
1568,0.56,25.0,42.0,3.34,9.2
1569,0.51,15.0,34.0,3.48,11.5
1570,0.36,19.0,35.0,3.37,12.4
1571,0.38,15.0,25.0,3.44,11.1
1572,0.69,35.0,104.0,3.33,9.5
1573,0.58,15.0,50.0,3.58,12.5
1574,0.31,23.0,92.0,3.39,10.5
1575,0.52,12.0,20.0,3.26,11.8
1576,0.3,16.0,29.0,3.3,10.8
1577,0.7,13.0,27.0,3.54,11.9
1578,0.67,13.0,20.0,3.42,11.3
1579,0.56,24.0,32.0,3.54,11.3
1580,0.35,9.0,26.0,3.36,11.9
1581,0.56,24.0,32.0,3.54,11.3
1582,0.715,13.0,27.0,3.57,11.9
1583,0.46,32.0,98.0,3.33,9.8
1584,0.32,24.0,34.0,3.29,11.6
1585,0.39,22.0,48.0,3.3,11.5
1586,0.31,34.0,60.0,3.34,11.4
1587,0.61,18.0,28.0,3.55,10.9
1588,0.66,34.0,102.0,3.27,12.8
1589,0.725,29.0,79.0,3.29,9.2
1590,0.55,26.0,35.0,3.32,11.6
1591,0.74,16.0,26.0,3.67,11.6
1592,0.51,29.0,40.0,3.42,11.0
1593,0.62,28.0,38.0,3.42,9.5
1594,0.6,32.0,44.0,3.45,10.5
1595,0.55,39.0,51.0,3.52,11.2
1596,0.51,29.0,40.0,3.42,11.0
1597,0.645,32.0,44.0,3.57,10.2
1598,0.31,18.0,42.0,3.39,11.0
